epoch,step,train/acc_speed,train/acc_x,train/acc_y,train/acc_yaw,train/loss_all,train/loss_forecast,train/loss_path,train/loss_speed,train/loss_wp,train/loss_x,train/loss_y,train/loss_yaw
10,43438,0.8262052536010742,0.5124191641807556,0.7458669543266296,0.9206352829933167,1.089219093322754,0.6012365221977234,0.04216751456260681,0.43302589654922485,0.27714645862579346,1.167919635772705,0.6075282692909241,0.1964731365442276
11,47387,0.8275445699691772,0.52607262134552,0.7529274225234985,0.922305703163147,1.0587615966796875,0.5860584378242493,0.04039297625422478,0.42892012000083923,0.2707401216030121,1.1331883668899536,0.5900596380233765,0.19206081330776215
12,51336,0.8291134238243103,0.5376594662666321,0.7586204409599304,0.9240988492965698,1.0368626117706299,0.57257479429245,0.039801884442567825,0.42436495423316956,0.265278160572052,1.102914571762085,0.5757343769073486,0.18728667497634888
13,55285,0.8303770422935486,0.5478513240814209,0.7637917399406433,0.9254719614982605,1.0176149606704712,0.5616492629051208,0.039228376001119614,0.4207383692264557,0.25982314348220825,1.0782567262649536,0.5637935400009155,0.18380877375602722
14,59234,0.8313835263252258,0.5574641823768616,0.7688536047935486,0.9268498420715332,0.9977973103523254,0.5507171750068665,0.03843488544225693,0.4176698923110962,0.2549048066139221,1.0533474683761597,0.5516983270645142,0.18015313148498535
15,63183,0.8325608968734741,0.5664475560188293,0.7734329104423523,0.9279799461364746,0.9796180129051208,0.5407663583755493,0.037460390478372574,0.41446608304977417,0.25154975056648254,1.0303056240081787,0.5407269597053528,0.17756789922714233
16,67132,0.8337492346763611,0.573775053024292,0.7768329381942749,0.9290341138839722,0.9649816155433655,0.5328688621520996,0.03709951788187027,0.41109153628349304,0.24661484360694885,1.0126246213912964,0.5329817533493042,0.17477600276470184
17,71081,0.834671139717102,0.5819953680038452,0.7817124128341675,0.9300976395606995,0.9484777450561523,0.5237492322921753,0.036299437284469604,0.4085821509361267,0.24323368072509766,0.993184506893158,0.5209053158760071,0.17232240736484528
18,75030,0.8355432152748108,0.5864344239234924,0.7845212817192078,0.9312307238578796,0.9387289881706238,0.5182515382766724,0.03616912290453911,0.4060596227645874,0.23963116109371185,0.9825004935264587,0.5149718523025513,0.16947466135025024
19,78979,0.836796224117279,0.5944863557815552,0.788087785243988,0.9320083260536194,0.9249662756919861,0.5098253488540649,0.035765908658504486,0.40283697843551636,0.23630936443805695,0.9633424282073975,0.5057812929153442,0.16734054684638977
20,82928,0.8377776741981506,0.6016175150871277,0.7921672463417053,0.9330669045448303,0.9116153717041016,0.5013722777366638,0.035368598997592926,0.40005120635032654,0.2334006130695343,0.9446279406547546,0.4958591163158417,0.16494739055633545
21,86877,0.8388350009918213,0.6063944697380066,0.7941870093345642,0.9334078431129456,0.9001364707946777,0.49675342440605164,0.034614089876413345,0.3976082503795624,0.23031342029571533,0.9339539408683777,0.49170881509780884,0.16373877227306366
22,90826,0.8399081230163574,0.6117444634437561,0.7970877885818481,0.9345792531967163,0.8887760639190674,0.49041837453842163,0.034080177545547485,0.3948670029640198,0.22795577347278595,0.9208297729492188,0.4847375154495239,0.1612376868724823
23,94775,0.841014564037323,0.6169005036354065,0.8007480502128601,0.9352373480796814,0.8781213760375977,0.4840340316295624,0.033921919763088226,0.39203310012817383,0.2244769036769867,0.9087181687355042,0.4757750928401947,0.15961244702339172
24,98724,0.8417655229568481,0.6230434775352478,0.8031557202339172,0.9360063076019287,0.8671731352806091,0.477934867143631,0.03345023840665817,0.389862596988678,0.22198709845542908,0.8938377499580383,0.47041094303131104,0.15762364864349365
25,102673,0.8425891399383545,0.6264974474906921,0.805732250213623,0.9366869926452637,0.8584988117218018,0.4731704890727997,0.033109575510025024,0.3875727653503418,0.21977949142456055,0.8849937915802002,0.4642276167869568,0.15588954091072083
26,106622,0.8435397744178772,0.6317771673202515,0.8081241250038147,0.9373680353164673,0.8490315675735474,0.46728402376174927,0.03290490433573723,0.3851352035999298,0.2172226756811142,0.872053325176239,0.4576968848705292,0.15425191819667816
27,110571,0.8443281650543213,0.6361548900604248,0.8113033771514893,0.9380935430526733,0.8385405540466309,0.4618397057056427,0.03236395865678787,0.38311925530433655,0.21488209068775177,0.8613051176071167,0.45029202103614807,0.15264400839805603
28,114520,0.845227837562561,0.6409471035003662,0.8137086033821106,0.9388415217399597,0.8309664726257324,0.45670783519744873,0.032288674265146255,0.38088712096214294,0.21281525492668152,0.8504168391227722,0.44473886489868164,0.15079037845134735
29,118469,0.8506555557250977,0.6952398419380188,0.8432409167289734,0.9471178650856018,0.6813012957572937,0.3997006416320801,0.021153876557946205,0.367686927318573,0.17583079636096954,0.7233090400695801,0.3761542737483978,0.13165195286273956
